商品名称,评论内容,评论地点,评论用户名,评论用户ID,发表日期,点赞数
羽砂黑 12GB+256GB,快递送过来扁了，还好手机没问题。,福建,社***号,20772511741,2024-05-06 16:33:49,0
羽砂黑 16GB+1TB 典藏版,收到货玩了一下，这款手机太棒了。折叠屏我的最爱，性能完美，京东物流很快，以前抢都抢不到的机器终于在京东上买到了。,安徽,小***g,20772124178,2024-05-06 14:52:18,0
羽砂黑 12GB+512GB全网通,手机非常棒，体验感非常好，支持华为哦,黑龙江,爱***宅,20772108374,2024-05-06 14:46:02,0
青山黛 12GB+512GB全网通,此用户未填写评价内容,福建,j***x,20771690666,2024-05-06 12:48:09,0
羽砂黑 12GB+512GB,不错，送货快，小贵，华为品质保证。,陕西,秋***N,20771451152,2024-05-06 11:44:20,0
羽砂白 16GB+512GB 典藏版,就是当时下单时没选购509的春季特惠2年碎屏无忧4年电池更新，到手之后增值服务没法选了，好可惜,天津,我***0,20771430788,2024-05-06 11:38:58,0
羽砂黑 12GB+512GB,用起来很不错，大屏幕带来的感觉很好，华为的手机克隆传输速度真的很快。,河南,水***渔,20771265541,2024-05-06 10:59:11,0
羽砂白 12GB+512GB,很喜欢这款折叠屏，终于买了一部，就是价格是真的贵。性能方面只能说一般般吧，散热不是很好，不过一切都在变好。祝愿华为越来越强大。,北京,C***2,20771123536,2024-05-06 10:25:34,0
羽砂白 12+512G,发货很快正品 全新未拆封的 问了几家都是拆封激活的 这家没有激活 非常非常好,江西,j***8,20771018551,2024-05-06 10:01:03,57
青山黛 12+512GB,非常好，非常好用。京东的东西还是好。给大家推荐的京东,内蒙古,K***3,20770873384,2024-05-06 09:23:49,0
羽砂黑 12GB+256GB,包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，以后还会再来☺️,辽宁,糖***3,20770170076,2024-05-05 22:50:50,0
羽砂金 12GB+512GB,用了一周了，之前看到朋友在用折叠屏，很不错，线下试了几次，决定出手，果然就是好，很有质感，很高级，很享受操作，遥遥领先，赞,北京,淮***唱,20769783520,2024-05-05 21:00:25,1
羽砂黑 12GB+256GB,"很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心
收到啦，很不错，非常喜欢，值得购买，(*^__^* 嘻嘻&hellip;&hellip;",吉林,5***6,20769520219,2024-05-05 19:50:47,0
羽砂白 12+256GB,手机很漂亮，期待很久了，终于入手了,山东,7***3,20769168143,2024-05-05 18:16:18,0
青山黛 16GB+1TB 典藏版,用了几天过来评价，打开包装就感觉这款手机档次很高，第一感觉就是帅，非常好看，做工精美，屏幕分辨率高，亮屏的时候看不到中间有折横，屏幕合起来贴合也很很好，作为顶尖折叠屏手机，从外观，重量，屏幕的质感方便都能看到遥遥领先。,黑龙江,7***7,20767176176,2024-05-05 09:38:53,0
青山黛 16GB+512GB 典藏版,华为做的的确挺好，有限资源里做得是好，缺点就是贵,广东,j***0,20766766006,2024-05-05 04:21:34,0
羽砂白 12GB+256GB,包装很完美，颜值很高，运行畅快，拍照清晰，续航很好，客服也非常耐心细致，发货快物流给力，以后还会再来☺️,福建,u***0,20766594688,2024-05-04 23:55:28,0
羽砂黑 12GB+256GB,"太喜欢了。华为出品必属精品，,行业领先，遙遥领先，感谢华为，可以圆梦华为mate x5确实比想",江苏,N***儿,20766506017,2024-05-04 23:10:38,0
青山黛 16GB+1TB 典藏版,🌟这款商品真的太棒了，质量超级好，而且价格也非常划算！我已经成为它的超级粉丝了！如果你也在寻找性价比高的好货，一定要看看这款！🔥,山东,潇***洒,20766307552,2024-05-04 21:57:27,0
羽砂白 12G+256G,华为的产品质量很好，外观漂亮，手感舒适，很有质感。,浙江,嫌***I,20765855000,2024-05-04 19:44:15,1
羽砂黑 16GB+1TB 典藏版,是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~🌸🌸🌸,广东,j***8,20765590992,2024-05-04 18:25:48,0
青山黛 16GB+1TB 典藏版,京东效率很高，隔天就收到包裹了，包装也很好，手机是正品，很靠谱，如果大家要华为手机，京东平台信的过，目前还没拆出来使用，后期再看看使用后的感受,广东,F***a,20765570803,2024-05-04 18:20:01,0
羽砂白 12+512G,手机很好，使用舒服，运行流畅，是正品放心购买,浙江,J***欢,20764849401,2024-05-04 15:02:32,36
羽砂白 16GB+1TB 典藏版,"整体来说还可以吧中规中矩
典藏版的红盒子很有排面 平时一直apple
之前用过三星的 感觉华为的更薄一点比三星款
但是拍照什么的也确实不如直板机
看视频很友好屏幕够大",江苏,j***q,20764486537,2024-05-04 13:10:29,0
青山黛 12GB+512GB 官方标配,非常不错，手机好用，也很快,广东,j***4,20764096907,2024-05-04 11:21:34,7
羽砂白 12+256GB,超爱的手机，非常霸气超级喜欢，帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅,广东,j***l,20763047309,2024-05-03 23:09:16,1
羽砂黑 12GB+256GB全网通,非常不错，果然华为还是遥遥领先，系统流畅，手感舒适，还是折叠屏，性价比高&hellip;&hellip;,江苏,j***e,20762228213,2024-05-03 18:39:50,1
青山黛 16GB+512GB 典藏版,用了一段时间质量挺不错的支持国产,湖南,p***u,20761781567,2024-05-03 16:31:25,0
羽纱黑 12GB+256GB,支持国产支持华为，入手的华为x5，发货很快，这是家里人入手的第二台，主要一点就是太难原价购入，你得下单抢购，用后追平。支持。,辽宁,戒***1,20761015094,2024-05-03 12:24:25,0
青山黛 12GB+256GB,"手感确实有点棒，简直了，系统流畅度高，续航也很给力
外形外观：美的很
待机时间：足够日常工作使用
其他特色：大屏就是爽",陕西,沃***云,20760771693,2024-05-03 11:16:09,3
羽砂黑 12GB+256GB全网通,还不错，是正品，安全下车，手机真心遥遥领先，价格也合适,北京,乱***竈,20760716073,2024-05-03 11:01:43,0
羽砂黑 12GB+512GB,手机颜值太高了，手感无敌,吉林,j***g,20760550364,2024-05-03 10:17:15,29
羽砂黑 12GB+512GB,"华为的忠实粉丝啦，真的超级喜欢，非常支持，质量也很好，很满意，发货速度也很快，次日达，包装严实
拍照效果：暂时还没使用到，但是我相信跟定不错滴

外形外观：很酷",安徽,c***3,20759622247,2024-05-02 22:14:32,1
青山黛 12GB+512GB,观望了好久，一直纠结买x3还是x5，实体店感受后综合考量还是下手了这款。手感圆润轻薄，运行速度流畅，不愧是旗舰机。,重庆,j***1,20759268596,2024-05-02 20:21:13,0
幻影紫 12GB+512GB,精挑细选很久✨，最后决定买这一款🎁，到货后果然没有让我失望，实物很漂亮🔮，做工很精细🌈，特别满意💖东西质量还可以，快递速度也很给力大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算,湖南,往***眠,20759263433,2024-05-02 20:19:08,0
青山黛 12GB+512GB,可能期望太高了吧！一般一般,河南,j***8,20758942334,2024-05-02 18:36:34,5
幻影紫 12GB+256GB,很喜欢，紫色实物很有高级感，matex5在折叠屏里的逼格应该是独一档,云南,c***m,20758459979,2024-05-02 16:13:49,0
羽砂黑 12GB+256GB,商家太不负责了，连个泡沫膜都没有包就拿个纸盒子随意包一下这么贵的东西。,天津,杨***3,20758447631,2024-05-02 16:09:29,2
幻影紫 12GB+512GB,货真价实，高颜值，高品质，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢ʜᴀ͟ᴘ͟ᴘ͟ʏ𝟙𝟘𝟘包装好，物流快，价格实惠，比超市便宜多了,北京,v***s,20758381583,2024-05-02 15:50:17,0
羽砂白 16G+512G典藏版 白条12期免息0首付,买的 95新 发来的 缺是 漏胶的 。。。感觉被耍了 浪费一周时间 还不知道能不能退回来钱  真的 太慢了 服务差 并且商家让前台收 然后到现在 已经24小时了  这上面还是显示没收到货  投诉 投诉,山东,许***群,20757921207,2024-05-02 13:19:33,5
羽砂黑 12+256GB,一次愉快的购物体验，是正品，可以放心购买！！！,陕西,j***x,20757575315,2024-05-02 11:32:06,0
羽砂白 12GB+256GB,作为一名消费者，我非常荣幸能够使用这款手机。在使用过程中，我发现这款手机有许多值得称赞的地方。首先，手机的外观设计非常时尚，线条流畅，手感舒适。无论是在手中握持还是放在口袋里，都感觉非常轻便。此外，手机的屏幕分辨率非常高，显示效果出色，无论是浏览网页还是观看视频，都能提供良好的视觉体验。在使用过程中，我也发现了这款手机的操作系统非常流畅，无论是打开应用程序还是切换屏幕，都非常迅速。同时，手机的电池续航能力也相当强大,河南,d***7,20757571038,2024-05-02 11:31:06,2
幻影紫 12+256GB,作为一名消费者，我非常荣幸能够使用这款手机。在使用过程中，我发现这款手机有许多值得称赞的地方。首先，手机的外观设计非常时尚，线条流畅，手感舒适。无论是在手中握持还是放在口袋里，都感觉非常轻便。此外，手机的屏幕分辨率非常高，显示效果出色，无论是浏览网页还是观看视频，都能提供良好的视觉体验。在使用过程中，我也发现了这款手机的操作系统非常流畅，无论是打开应用程序还是切换屏幕，都非常迅速。同时，手机的电池续航能力也相当强大,河南,d***7,20757570265,2024-05-02 11:30:44,3
羽砂白 12GB+256GB,是正品，手机完美，物流给力，包装很好，愉快的一次购物，好的心情来自愉快的购物体验，大家放心购买！！！,陕西,j***x,20757570686,2024-05-02 11:30:39,0
羽砂白 12GB+256GB,作为一名消费者，我非常荣幸能够使用这款手机。在使用过程中，我发现这款手机有许多值得称赞的地方。首先，手机的外观设计非常时尚，线条流畅，手感舒适。无论是在手中握持还是放在口袋里，都感觉非常轻便。此外，手机的屏幕分辨率非常高，显示效果出色，无论是浏览网页还是观看视频，都能提供良好的视觉体验。在使用过程中，我也发现了这款手机的操作系统非常流畅，无论是打开应用程序还是切换屏幕，都非常迅速。同时，手机的电池续航能力也相当强大,河南,j***b,20757566268,2024-05-02 11:29:06,0
幻影紫 12+256GB,华为王者归来!MateX5真的绝绝子!我买的这款是「羽砂黑」配色，这一代MateX5对比上一代的Mate X3 基础上进行了改变，升级了满血归来的麒麟芯片，摄像头模组从寰宇舷窗变成了寰宇星门，真的太炫酷咧!结合轻薄的机身，这折叠屏，爱了爱了!通信音质:很清晰，信号超给力，遥遥领先!,河南,j***b,20757551238,2024-05-02 11:25:08,2
羽砂白 16GB+512GB 典藏版,给家人买的，刚开始不太习惯用的苹果转过来，现在说是挺好的,广东,0***6,20757494794,2024-05-02 11:09:58,0
羽砂黑 12GB+512GB,手机非常好用 华为手机没得说 国货精品 京东快递速度也非常迅速 今天下单 第二天一醒就到货了,重庆,T***v,20757410286,2024-05-02 10:46:14,0
羽砂白 12GB+256GB,差点忘记了评价打卡，包装很完美，颜值很高，感觉物超所值！遥遥领先，果真嘉实，客服也非常耐心细致，发货快物流给力，以后还会再来,江苏,0***o,20756996861,2024-05-02 08:22:04,0
羽砂黑 12+256GB,高大上又好用又好看好好好,广东,j***d,20756496350,2024-05-01 22:48:23,0
羽砂黑 12GB+256GB,这都是我喜欢很久的机器了，现在价格挺实惠，终于买了，开心,广东,u***t,20756404993,2024-05-01 22:13:38,0
幻影紫 12GB+512GB全网通,宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家☺️,新疆,j***v,20756316771,2024-05-01 21:44:06,0
羽砂黑 12G+256G,手机收到了，非常不错的！强烈推荐,湖北,小***羊,20756289600,2024-05-01 21:35:23,0
羽砂黑 12GB+256GB,这个机器超级棒，等了好久终于便宜了，买了,广东,王***y,20756246673,2024-05-01 21:21:52,0
羽砂白 16GB+512GB,x5这款手机非常棒，使用起来非常顺手，系统流畅，非常满意，华为也是一直使用的手机品牌,辽宁,j***d,20756234721,2024-05-01 21:17:03,0
羽砂黑 12GB+512GB,手机使用后，系统操作流畅丝滑，屏幕效果舒适宜人，信号非常不错，代表了国产手机的高水平！,陕西,r***y,20756118443,2024-05-01 20:40:21,0
羽砂黑 12GB+512GB,体验感不错，目前用起来丝滑，手机的颜值也很大气，当平板用的时候真的超级方便，老公很喜欢这款手机。,江苏,小***8,20756044883,2024-05-01 20:16:27,1
羽砂白 16GB+512GB 典藏版,此用户未填写评价内容,广东,J***0,20756029881,2024-05-01 20:10:48,0
羽砂黑 12+512G,我真的非常喜欢它，非常支持它，质量非常好，和卖家描述的一模一样，我非常满意，我真的很喜欢它，它完全超出了我的预期，发货速度非常快，包装非常仔细和紧凑，物流公司的服务态度非常好，发货速度非常快，我对购物非常满意。,湖南,欢***雨,20756019926,2024-05-01 20:07:48,114
羽砂白 12GB+256GB全网通,物流很快，包装很好，客服热情，购物体验感很好，购物选京东没错！！！,陕西,j***o,20754623417,2024-05-01 12:34:37,0
羽砂黑 12+256GB,物流很快，包装很好，客服热情，购物体验感很好，购物选京东没错！！！,陕西,j***o,20754621593,2024-05-01 12:33:52,0
羽砂黑 12G+256G,物流很快，包装很好，客服热情，购物体验感很好，购物选京东没错！！！,陕西,j***o,20754616693,2024-05-01 12:31:53,0
羽纱金 16GB+512GB典藏版,总体来说、相当不错、,江西,糊***-,20754351181,2024-05-01 11:10:56,0
青山黛 12GB+512GB,华为手机就是好谁用谁喜欢我支持国产手机，希望国产手机越来越好，能超越苹果，三星诺基亚说到诺基亚，所以说我们要自强不息，不能像诺基亚一样就这么倒闭了，华为加油，我以后全家都支持华为手机，华为手机简直是太棒了，感谢华为有这么好的产品！,湖北,英***5,20754314068,2024-05-01 10:59:56,0
羽砂黑 16GB+512GB 典藏版 全网通,送货非常快，非常喜欢,河南,j***5,20754211922,2024-05-01 10:30:23,0
羽砂黑 12GB+512GB,东西是帮同事买来，听说他是用来送礼的，因为有免息分期12个月的活动，这样一压力就不会那么大了，我个人是绝对不会买这个东西的。,新疆,L***G,20753867251,2024-05-01 08:19:02,0
羽砂黑 12GB+512GB,果断支持华为，非常大气。颜值超高的一款折叠手机，屏幕很大，体验感很好，希望能用住。,内蒙古,小***y,20753795615,2024-05-01 07:32:46,0
幻影紫 12GB+256GB,东西很好，价格也很合适，京东的东西也是非常保真，完全不用担心有假货，而且不喜欢可以七天无理由，运费也不用自己出，就感到非常的满意,安徽,猪***梦,20753403233,2024-04-30 23:11:28,0
羽砂黑 16GB+1TB 全网通（典藏版）,行货，,海外,P***A,20752512343,2024-04-30 18:34:51,0
羽砂黑 12GB+256GB,此用户未填写评价内容,江苏,王***身,20752295735,2024-04-30 17:30:12,0
羽砂白 12+256GB,发货速度快 谢谢店家全新原封的使用反应速度快,广东,j***2,20751315501,2024-04-30 12:53:06,0
羽砂黑 12GB+512GB,"一直在等华为的新手机。
mate x 5出来有一段时间了，一直要抢。
最好的普通版16g+512g的一直没货。
实在经不住诱惑，12g的也入手吧。
用了几天，感觉非常好。特别是分屏功能，更加方便了。",广东,j***0,20751270030,2024-04-30 12:40:09,10
羽砂白 16GB+512GB,x5这个手机还是相当不错的，系统流畅，屏幕清晰，一点没有毛病，效果非常好，手机使用起来非常舒服,辽宁,习***惯,20751247338,2024-04-30 12:32:15,0
羽砂黑 12GB+512GB,价格比实体店便宜不少，好评,安徽,s***8,20750706044,2024-04-30 10:09:13,2
羽砂黑 12+256GB,东西收到了很不错很满意的,浙江,G***1,20750527383,2024-04-30 09:16:58,0
羽砂黑 12GB+256GB,不错，是个好手机，可以用很久了。,福建,一***熊,20750064999,2024-04-30 01:26:33,0
羽砂白 16GB+512GB 典藏版,太喜欢了，非常的beautiful  支持华为,天津,j***i,20749920709,2024-04-29 23:33:36,0
羽砂白 16GB+512GB 典藏版,手机很好，物流很棒，很快，一次愉快的购物体验,江苏,k***y,20749431770,2024-04-29 20:58:05,0
羽砂黑 12+256GB,"外形外观：特别喜欢特别爱
屏幕音效：帅帅帅帅帅",广东,R***u,20749249652,2024-04-29 20:12:30,0
羽纱白 12GB+512GB,从没想过这么实惠的价格，能买到这么好的宝贝，性价比非常高，我很喜欢哦收到货，第一时间拆开包装，质量非常好，与卖家描述一致，完全超出我的期望值，包装很仔细，严实，总的来说这次是很满意的一次购物，感谢卖家，当你看到这段话的时候，说明我对此产品很是满意，后来者可以放心大胆购买，我并非不是一个不负责任的买家，如果表情不好我也会花一番功夫来好好评论一下的！,新疆,u***v,20748595506,2024-04-29 17:21:28,0
青山黛 16GB+512GB 典藏版,手机收到了。太快了。第一天下单第二天就到了。,辽宁,林***5,20747840067,2024-04-29 14:01:44,0
青山黛 12GB+256GB全网通,显示效果好，画质清晰，音质也不错，不重，各方面都很满意,山东,8***j,20747667584,2024-04-29 13:08:53,0
羽砂黑 12GB+512GB,这次收到的货，不满意，里面包装磕坏了，还得是实体店买，现在自营包装都这么糊弄吗，你用最普通的薄纸箱，这么薄肯定能磕碰到，怕麻烦还得是实体店，这次体验感很差很差，原来一直相信自营，现在都分包出去，第三发发货,山东,优****,20747510616,2024-04-29 12:26:13,0
羽砂黑 16GB+512GB典藏版,好评。果然是遥遥领先，非常轻薄。,广东,j***b,20747344868,2024-04-29 11:42:02,31
羽纱黑 12GB+256GB,第二天就到货了，质量也是杠杠的。,湖南,j***m,20746452532,2024-04-29 06:44:19,0
幻影紫 12GB+256GB,😀手机颜值漂亮，外观值得点赞，超薄机身折叠后和正常机身差不多，设计时尚漂亮很好，运行速度快，流畅度好，上手后爱不释手，华为遥遥领先，网络🛜信号也很强哈。,河北,6***5,20746125000,2024-04-28 23:25:11,0
羽砂白 12GB+512GB,"外形外观：很棒，看视频很流畅
拍照效果：效果一流
屏幕音效：音效效果也很好，有点音响效果
其他特色：包装也很大气
待机时间：待机时间很长，一天玩耍没有问题",港澳,L***7,20745956524,2024-04-28 22:25:51,1
青山黛 12GB+512GB 全网通,东西不错发货快很喜欢,浙江,j***6,20745494674,2024-04-28 20:25:14,1
羽纱黑 12GB+256GB,首先速度真的快，手机非常有档次，而且鸿蒙系统现在是真的非常好用，用10年越来越流畅，速度越用越快，手机已经起飞了，至今没有追上。,山西,Y***u,20744899203,2024-04-28 17:53:33,0
青山黛 12GB+512GB,趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒👍也是华为爱好者,广东,k***7,20744734873,2024-04-28 17:11:31,2
幻影紫 12GB+512GB,款式特别喜欢，轻薄不重,江西,颖***6,20744386464,2024-04-28 15:45:21,0
羽砂黑 12GB+256GB全网通,手机终于收到了，只能说国货yyds。,新疆,j***a,20743942071,2024-04-28 13:45:24,0
羽砂黑 12+256GB,质量很好，外观很美丽，特别喜欢，网速也很快，照相技术也特别清晰，非常喜欢，屏幕音效也好,黑龙江,u***i,20743916605,2024-04-28 13:38:00,0
青山黛 16GB+1TB 典藏版,大屏用起来就是爽，就是京东的快递快是快的，但是这么一个价值一万大几千的手机，电话也不打一个就直接放丰巢快递柜，是让我有点无语的,上海,h***h,20743293905,2024-04-28 10:57:19,0
羽砂黑 16G+1T典藏版 白条12期免息0首付,挺好的！是正宗的华为的X5。屏幕很新！手机很流畅，外观很光滑，外观光滑没有没有划痕。非常好的下次还会购买。X5不卡很流畅，非常好的给个好评用了一段时间才来评价,四川,攀***清,20743195493,2024-04-28 10:33:34,68
幻影紫 16GB+512GB 典藏版,包装没破损，速度也还可以，主要是有货,北京,9***h,20743157113,2024-04-28 10:24:40,0
幻影紫 12GB+256GB,应该是正品，就是包装有点呲火，快递盒子压扁了，里边的塑料包装膜也裂开的，就这样吧，支持国货了,河北,j***6,20743142638,2024-04-28 10:22:18,0
羽砂白 12GB+512GB,"真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。",黑龙江,急***行,20743119337,2024-04-28 10:16:37,0
羽砂黑 12GB+256GB,挺好的，不错，颜值高，价格实惠,安徽,j***a,20742740988,2024-04-28 08:28:44,0
羽砂白 12+256GB,华为手机值得信赖，支持国产。手机用起来非常流畅，拿着十分大气,重庆,两***7,20742698726,2024-04-28 08:11:33,0
羽砂黑 12GB+256GB,非常好，质量不错，满意，棒棒的,北京,j***0,20742050079,2024-04-27 22:25:09,0
羽砂白 16G+1T典藏版 白条12期免息0首付,跟验机报告只有一个明显划痕不符，所以给了4星，旧手机有问题，所以未插卡，其他的功能，机器自检正常，机器还有5个月全国联保，挺好的，爱回收客服说快到期可以买延长保，官方的，爱回收的都可以，也挺好的,广东,j***6,20742024493,2024-04-27 22:17:28,38
羽砂黑 16GB+512GB 典藏版,体验还可以 手机很薄充电很快,广东,w***y,20742004868,2024-04-27 22:12:35,0
羽砂白 12GB+256GB,HUAWEI Mate X5真是让人惊艳！折叠屏设计独特，大屏体验超棒，操作流畅如丝。性能强劲，无论是工作还是娱乐都能轻松应对。拍照效果出色，细节尽显。总体来说，Mate X5是一款值得购买的高端旗舰手机！,河北,l***g,20741936737,2024-04-27 21:54:31,0
青山黛 16GB+512GB 典藏版 免息版本12期,质量很好设计的很好华为手机不愧国货,吉林,鹰***技,20741689130,2024-04-27 20:47:47,24
羽砂白 16GB+512GB 典藏版,今天刚开箱，亮屏以后就有这样的缺口，16000块，手机品控呢？这就是华为吗？我花了钱，也支持你们了，能给我个交代吗？,河南,j***m,20741668209,2024-04-27 20:41:35,3
羽砂黑 12GB+512GB,终于收到货了，非常非常喜欢，做工精致漂亮，已经被很多人夸了，真的太开心了，已经是他家的忠实粉丝了，以后还会继续买买买的终于收到货了，非常非常喜欢，做工精致漂亮，已经被很多人夸了，真的太开心了，已经是他家的忠实粉丝了，以后还会继续买买买的,辽宁,小***来,20741536403,2024-04-27 20:08:12,0
羽砂黑 12GB+512GB,非常不错,北京,V***o,20741300036,2024-04-27 19:06:23,2
幻影紫 12GB+256GB,送给老公的他非常喜欢，颜色漂亮，总算是抢到了，绝对的正品保证！发货速度也非常的快，服务态度也很好，非常值得购买,安徽,j***s,20741001502,2024-04-27 17:50:31,0
幻影紫 12GB+256GB,不错的产品，高端大气上档次，朋友很喜欢，关键价格还是那么便宜，好评反馈，下次还来买,浙江,j***x,20740538068,2024-04-27 15:57:00,0
羽砂黑 12GB+256GB,这次购物让我非常开心，从下单到收货过程都非常顺利，没有任何问题。&nbsp;卖家服务态度非常好，耐心解答我的问题，有问题立即给予回复，非常满意。,江西,公***7,20740381654,2024-04-27 15:17:17,0
羽砂白 12+256GB,物流很快  商家 服务态度也很好,河北,5***l,20740366804,2024-04-27 15:12:41,0
羽砂白 12GB+256GB,(*^__^*非常满意的一次购物，物有所值，比实体店里实惠多了！,河南,霏***功,20739702816,2024-04-27 12:10:41,0
羽砂黑 12GB+256GB,遥遥领先收到，物流很快，描述相符，，质量相当好，卖家态度也好，有问必答，发货速度杠杠的，值得购买哦价格非常的美丽，东西还是不错的，会继续回购！奈斯奈斯~跟我在实体店买的一模一样！还是一样的好用，开心东西质量还可以，快递速度也很给力,陕西,l***2,20739284711,2024-04-27 10:28:38,0
羽砂黑 12GB+256GB,发货超快！真的很好！完美,河北,j***v,20738741037,2024-04-27 06:57:32,0
羽砂白 12+256GB,这个手机体验还是很不错的哈，用着非常的舒服，很流畅，值得退款去购买使用。确实不错的呢,重庆,j***h,20738312226,2024-04-26 22:44:55,0
羽砂黑 12+256GB,不错哈，用着很可以的，产品体验还是很不错的呢，可以推荐购买。很流畅的嘿，可以。。,重庆,j***x,20738299323,2024-04-26 22:40:54,0
羽砂黑 12GB+256GB全网通,"用了很久才来评价，真的不亏是遥遥领先二拿在手上首先就是有面子，大屏幕看着就是爽，所以续航
短咱可以理解，画面卡住出现过两次，最最最爽的就是玩儿王者荣耀它居然不发热！！！我从前用果子玩儿都是需要摘手机壳的，遥遥领先！包装严实没有破损，造型非常好看，拿在手里非常大气上档次，系统非常流畅，就是有一点不好，有杂音，耳边老是有余总的回音&ldquo;遥遥领先遥遥领先&rdquo;人～別",河北,马***O,20738296157,2024-04-26 22:38:18,0
青山黛 16GB+1TB 典藏版,姐夫过生日，姐姐要我帮忙给买个华为的手机，相中了这款折叠屏，手机我不太懂，但是我知道华为的这款手机特别难买，没想到京东有卖的，青山黛颜色特别棒，华为手机最棒啦,河北,丽***5,20738207646,2024-04-26 22:13:11,0
青山黛 12GB+512GB全网通,以为26号到不了货，京东物流还是很给力的,广东,j***6,20738141064,2024-04-26 21:53:36,0
羽砂黑 12GB+256GB,东西很好，外观大气，送领导非常非常有面子非常漂亮,江苏,n***m,20737011067,2024-04-26 16:36:55,0
青山黛 16GB+512GB 典藏版,京东售后非常好,重庆,j***l,20736835412,2024-04-26 15:49:56,0
羽砂黑 12GB+256GB,非常不错，值得推荐跟购买,山东,小***6,20736580418,2024-04-26 14:36:34,0
羽砂黑 12GB+256GB,手机收到了，还没来得及拆开，包装很好，没有任何瑕疵，查了一下是国行原装正品，挺好的，就是发货速度再快一点就好了,江苏,j***e,20736104690,2024-04-26 12:15:47,0
青山黛 12GB+256GB,京东快递一如既往的快。隔天到货。产品本身很好，本身是颜值控，青山黛小清新，很符合我的要求。也很轻薄，非常喜欢。,福建,妮***物,20735896453,2024-04-26 11:18:27,0
青山黛 12GB+512GB 全网通,相当好啊，这个价格无敌了，还是得京东啊！,河北,M***N,20735405824,2024-04-26 09:10:26,0
羽砂黑 12+256GB,旗舰机就是不一样，值得购买，颜值高，用起来很顺手,江苏,储***智,20735328860,2024-04-26 08:43:21,0
羽砂黑 12G+256G,买了好几台，很喜欢，推荐购买好评发货速度很快，东西包装的很好，价格优惠，我很满意👍，还会回购客服服务态度很好，快递也不赖，希望老板生意越来越好！！！,湖南,j***6,20735000538,2024-04-26 01:57:06,2
羽砂白 12GB+256GB,想念了好久，终于咬咬牙下手了，京东优惠券给力。这种必需品必须京东购买啊，保真方便快捷！各种食品、日用品、纸制品、生活用品吗，还有各种各样着急用的东西，必须在京东上面购买，首先品质值得信赖，保真，质量好；其次，选择也很多，京东自营各种东西都非常全，精挑细选；最后，送货非常快，早上11点之前下单，一般当天就能送到，1,陕西,l***C,20734749640,2024-04-25 22:53:45,0
羽砂白 12+256GB,还不错，物流也很快,广东,我***w,20734607578,2024-04-25 22:09:11,0
羽砂黑 12GB+256GB,折叠手机就是大气，刚刚收到，拿到手里沉淀淀的，还没打开就爱上他的包装，等使用过来再来评论,山东,7***p,20734584658,2024-04-25 22:03:08,1
青山黛 12GB+256GB,很完美！京东百亿补贴价格超优惠，性价比极高！手机好用，折叠的方便拍照，拍照效果也好，不愧是华为旗舰机子。,北京,B***啊,20734576581,2024-04-25 22:00:36,0
羽砂白 12+256GB,手机用着不错，反应很灵敏，很流畅，拍照很清晰。,山东,j***d,20734464090,2024-04-25 21:29:53,0
羽纱黑 12GB+256GB,惊艳，就是这价钱真肉疼,广东,2***m,20734398734,2024-04-25 21:12:28,0
羽砂黑 12+256GB,很不错的手机，买了好几台了，送人自用都可以，推荐购买，放心使用，大家快来买呀哈哈哈,湖南,j***d,20734198170,2024-04-25 20:18:26,0
羽砂黑 12GB+512GB,快递非常速度，第一天下单，第二天就收到了，手机非常流畅，一点也不卡顿，像素特别高，拍出的照片特别清晰,河北,9***6,20733497898,2024-04-25 17:04:15,1
青山黛 12GB+256GB,五星好评，这手机手感丝滑 特别的薄！手感贼好而且系统特别丝滑 拍照效果也不错 点个赞,黑龙江,王***涛,20733345076,2024-04-25 16:23:05,0
青山黛 12GB+512GB,"外形外观：折叠屏，展开还是蛮大的，看视频应该会觉得舒服；
屏幕音效：如图，没有测试，送人的，感觉这款适合上年纪的男士",天津,不***哈,20732667017,2024-04-25 13:09:26,7
羽砂黑 12GB+256GB全网通,这手机拿手机，太有面了，主要运行比什么苹好，信号更强，爱了，爱了。,重庆,希***也,20732629889,2024-04-25 12:58:44,0
羽砂黑 12GB+256GB全网通,不愧是国人的娇傲，信号太好了，再也不担心走山沟沟里去玩了。,重庆,西***腿,20732623750,2024-04-25 12:55:52,0
羽砂黑 16GB+512GB全网通（典藏版）,比较优惠，还不错。值得信耐,湖北,璟***8,20732452106,2024-04-25 12:07:07,0
